numero	classe	numero_processo	relator	redator	data_julgamento	orgao	dje	tema_rg	raw
212	ADI	3.510	A						[ADI 3.510, rel. min. Ayres Britto, j. 29-5-2008, P, DJE de 28-5-2010.]
213	ADI	3.070	E						[ADI 3.070, rel. min. Eros Grau, j. 29-11-2007, P, DJ de 19-12-2007.]
214	ADI	2.527							[ADI 2.527 MC, rel. min. Ellen Gracie, j. 16-8-2007, P, DJ de 23-11-2007.]
215	ADI	3.305	E						[ADI 3.305, rel. min. Eros Grau, j. 13-9-2006, P, DJ de 24-11-2006.]
216	ADI	3.443	C						[ADI 3.443, rel. min. Carlos Velloso, j. 8-9-2005, P, DJ de 23-9-2005.= ADI 4.178 MC-REF, rel. min. Cezar Peluso, j. 4-2-2010, P, DJE de 7-5-2010Vide AI 830.011 AgR, rel. min. Luiz Fux, j. 26-6-2012, 
217	ADI	2.206							[ADI 2.206 MC, rel. min. Nelson Jobim, j. 8-11-2000, P, DJ de 1º-8-2003.]
218	RE	1.530.083	L						[RE 1.530.083, rel. min. Luiz Fux, j. 27-8-2025, P, DJE de 29-10-2025, Tema 1.388, com mérito julgado.]
219	RE	1.317.982	N						[RE 1.317.982, rel. min. Nunes Marques, j. 12-12-2023, P, DJE de 8-1-2024, Tema 1.170, com mérito julgado.]
220	RE	1.018.911	L						[RE 1.018.911, rel. min. Luiz Fux, j. 10-11-2021, P, DJE de 2-12-2021. Tema 988, com mérito julgado.]
221	RE	1.347.158							[RE 1.347.158 RG, rel. min. Luiz Fux, j. 21-10-2021, P, DJE de 27-10-2021, Tema 1.178, com mérito julgado.]
222	RE	590.871	E						[RE 590.871, rel. min. Edson Fachin, j. 11-11-2019, P, DJE de 28-11-2019. Tema 137, com mérito julgado.]
223	RE	870.947	L						[RE 870.947, rel. min. Luiz Fux, j. 20-9-2017, P, DJE de 20-11-2017. Tema 810, com mérito julgado.]
224	ARE	909.437							[ARE 909.437 RG, rel. min. Luís Roberto Barroso, j. 1º-9-2016, P, DJE de 11-10-2016. Tema 915, com mérito julgado.]
225	RE	592.317	G						[RE 592.317, rel. min. Gilmar Mendes, j. 28-8-2014, P, DJE de 10-11-2014. Tema 315, com mérito julgado.]
226	RE	630.733	G						[RE 630.733, rel. min. Gilmar Mendes, j. 15-5-2013, P, DJE de 20-11-2013. Tema 335, com mérito julgado.]
227	ARE	678.112							[ARE 678.112 RG, rel. min. Luiz Fux, j. 25-4-2013, P, DJE de 17-5-2013. Tema 646, com mérito julgado.]
228	RE	597.285	R						[RE 597.285, rel. min. Ricardo Lewandowski, j. 9-5-2012, P, DJE de 18-3-2014, Tema 203, com mérito julgado.]
229	RE	582.461	G						[RE 582.461, rel. min. Gilmar Mendes, j. 18-5-2011, P, DJE de 18-8-2011. Tema 214, com mérito julgado.]
230	RE	570.177	R						[RE 570.177, rel. min. Ricardo Lewandowski, j. 30-4-2008, P, DJE de 27-6-2008. Tema 15, com mérito julgado.]
231	RE	453.740	G						[RE 453.740, rel. min. Gilmar Mendes, j. 28-2-2007, P, DJ de 24-8-2007.]
232	RE	351.142	E						[RE 351.142, rel. min. Ellen Gracie, j. 31-5-2005, 2ª T, DJ de 1º-7-2005.]
233	RE	1.319.935							[RE 1.319.935 AgR-ED, rel. min. Edson Fachin, j. 19-9-2023, P, DJE de 23-10-2023.]
234	HC	124.306	L						[HC 124.306, rel. min. Luís Roberto Barroso, j. 9-8-2016, 1ª T, DJE de 17-3-2017.]
235	AI	830.011							[AI 830.011 AgR, rel. min. Luiz Fux, j. 26-6-2012, 1ª T, DJE de 14-8-2012.]
236	AI	851.587							[AI 851.587 AgR, rel. min. Marco Aurélio, j. 19-6-2012, 1ª T, DJE de 1º-8-2012.]
237	HC	104.410	G						[HC 104.410, rel. min. Gilmar Mendes, j. 6-3-2012, 2ª T, DJE de 27-3-2012.]
238	HC	94.477	G						[HC 94.477, rel. min. Gilmar Mendes, j. 6-9-2011, 2ª T, DJE de 8-2-2012.]
239	HC	94.016	C						[HC 94.016, rel. min. Celso de Mello, j. 16-9-2008, 2ª T, DJE de 27-2-2009.]
240	MS	26.690	E						[MS 26.690, rel. min. Eros Grau, j. 3-9-2008, P, DJE de 19-12-2008.]
241	RE	349.850	M						[RE 349.850, rel. min. Marco Aurélio, j. 25-3-2008, 1ª T, DJE de 23-5-2008.]
242	RE	201.819	E						[RE 201.819, rel. min. Ellen Gracie, red. do ac. min. Gilmar Mendes, j. 11-10-2005, 2ª T, DJ de 27-10-2006.]
243	RE	271.286							[RE 271.286 AgR, rel. min. Celso de Mello, j. 12-9-2000, 2ª T, P, DJ de 24-11-2000.]
244	RE	140.889	M						[RE 140.889, rel. min. Marco Aurélio, red. do ac. min. Maurício Corrêa, j. 30-5-2000, 2ª T, DJ de 15-12-2000.]
245	RE	150.455	M						[RE 150.455, rel. min. Marco Aurélio, j. 15-12-1998, 2ª T, DJ de 7-5-1999.]
246	RE	161.243	C						[RE 161.243, rel. min. Carlos Velloso, j. 29-10-1996, 2ª T, DJ de 19-12-1997.]
247	MS	22.164	C						[MS 22.164, rel. min. Celso de Mello, j. 30-10-1995, P, DJ de 17-11-1995.]
248	RE	146.585	S						[RE 146.585, rel. min. Sepúlveda Pertence, j. 18-4-1995, 1ª T, DJ de 15-9-1995.]
249	MI	58	C						[MI 58, rel. min. Carlos Velloso, red. do ac. min. Celso de Mello, j. 14-12-1990, P, DJ de 19-4-1991.]
250	RMS	21.046	S						[RMS 21.046, rel. min. Sepúlveda Pertence, j. 14-12-1990, P, DJ de 14-11-1991.]
251	ADI	7.596							[ADI 7.596 e ADI 7.617, rel. min. Nunes Marques, j. 17-11-2025, P, DJE de 24-11-2025.]
252	ADI	7.492	C						[ADI 7.492, rel. min. Cristiano Zanin, j. 14-2-2024, P, DJE de 8-4-2024.]
253	ADI	6.338	R						[ADI 6.338, rel. min. Roberto Barroso, j. 3-4-2023, P, DJE de 7-6-2023.]
254	ADI	6.039							[ADI 6.039 MC, rel. min. Edson Fachin, j. 13-3-2019, P, DJE de 1º-8-2019.]
255	ADC	19	M						[ADC 19, rel. min. Marco Aurélio, j. 9-2-2012, P, DJE de 29-4-2014.]
256	RE	1.415.115							[RE 1.415.115 RG, rel. min. Alexandre de Moraes, j. 6-2-2026, P, DJE de 2-3-2026, Tema 1.423, com mérito pendente.]
257	RE	1.348.854	A						[RE 1.348.854, rel. min. Alexandre de Moraes, j. 12-5-2022, P, DJE de 24-10-2022, Tema 1.182, com mérito julgado]
258	RE	658.312							[RE 658.312 2º Julg, rel. min. Dias Toffoli, j. 14-9-2021, P, DJE de 6-12-2021. Tema 528, com mérito julgado.]
259	RE	659.424	C						[RE 659.424, rel. min. Celso de Mello, j. 13-10-2020, P, DJE de 26-11-2020. Tema 457, com mérito julgado.]
260	RE	639.138							[RE 639.138, red. do ac. min. Edson Fachin, j. 18-8-2020, P, DJE de 16-10-2020. Tema 452, com mérito julgado.]
261	RE	581.488	D						[RE 581.488, rel. min. Dias Toffoli, j. 3-12-2015, P, DJE de 8-4-2016. Tema 579, com mérito julgado.]
262	RE	1.488.511							[RE 1.488.511 AgR, rel. min. Flávio Dino, j. 1º-9-2025, 1ª T, DJE de 7-10-2025.]
263	ARE	1.424.503							[ARE 1.424.503 AgR, rel. min. Alexandre de Moraes, j. 3-7-2023, 1ª T, DJE de 25-7-2023.]
264	RE	227.114	J						[RE 227.114, rel. min. Joaquim Barbosa, j. 22-11-2011, 2ª T, DJE de 16-2-2012.]
265	RE	489.064							[RE 489.064 ED, rel. min. Ellen Gracie, j. 8-9-2009, 2ª T, DJE de 25-9-2009.]
266	RE	385.397							[RE 385.397 AgR, rel. min. Sepúlveda Pertence, j. 29-6-2007, P, DJ de 6-9-2007.]
267	AI	511.131							[AI 511.131 AgR, rel. min. Sepúlveda Pertence, j. 22-3-2005, P, DJ de 15-4-2005.]
268	RE	204.193	C						[RE 204.193, rel. min. Carlos Velloso, j. 30-5-2001, P, DJ de 31-10-2002.]
269	RE	120.305	M						[RE 120.305, rel. min. Marco Aurélio, j. 8-9-1994, 2ª T, DJ de 9-6-1995.]
270	RE	1.393.330							[RE 1.393.330 AgR, rel. min. André Mendonça, j. 20.05.2025, 2ºT, DJE de 14.08.2025.]
271	ADI	2.998							[ADI 2.998, red. do ac. min. Ricardo Lewandowski, j. 10-4-2019, P, DJE de 1º-10-2020.]
272	ADI	2.075							[ADI 2.075 MC, rel. min. Celso de Mello, j. 7-2-2001, P, DJ de 27-6-2003.]
273	ARE	1.423.084							[ARE 1.423.084 RG, rel. min. Rosa Weber, j. 21.08.2023, P, DJE de 28.08.2023, Tema 1.263, com repercussão geral negada.]
274	MS	37.325							[MS 37.325 AgR, rel. min. Rosa Weber, j. 30-8-2021, 1ª T, DJE de 20-9-2021.]
275	RE	638.115	G						[RE 638.115, rel. min. Gilmar Mendes, j. 19-3-2015, P, DJE de 3-8-2015, Tema 395, com mérito julgado.]
276	RE	1.111.950							[RE 1.111.950 AgR-segundo, rel. min. Gilmar Mendes, j. 30-8-2021, 2ª T, DJE de 8-9-2021.]
277	ARE	1.039.542							[ARE 1.039.542 AgR-segundo, rel. min. Roberto Barroso, j. 26-10-2018, 1ª T, DJE de 8-11-2018.]
278	RE	432.106	M						[RE 432.106, rel. min. Marco Aurélio, j. 20-9-2011, 1ª T, DJE de 4-11-2011.]
279	AI	758.533							[AI 758.533 QO-RG, rel. min. Gilmar Mendes, j. 23-6-2010, P, DJE de 13-8-2010, Tema 338, com mérito julgado.]
280	HC	95.401	E						[HC 95.401, rel. min. Ellen Gracie, j. 21-10-2008, 2ª T, DJE de 8-11-2008.]
281	AC	1.033							[AC 1.033 AgR-QO, rel. min. Celso de Mello, j. 25-5-2006, P, DJ de 16-6-2006.]
282	AI	147.203							[AI 147.203 AgR, rel. min. Marco Aurélio, j. 18-5-1993, 2ª T, DJ de 11-6-1993.]
283	ADPF	607	D						[ADPF 607, rel. min. Dias Toffoli, j. 28-3-2022, P, DJE de 1º-6-2022.]
284	ADPF	1.151	D						[ADPF 1.151, rel. min. Dias Toffoli, j. 09.12.2024, P, DJE de 13.12.2024.]
285	ADPF	475	D						[ADPF 475, rel. min. Dias Toffoli, j. 13-4-2023, P, DJE de 4-5-2023.]
286	ADPF	734	D						[ADPF 734, rel. min. Dias Toffoli, j. 13-4-2023, P, DJE de 4-5-2023.]
287	ADPF	722	C						[ADPF 722, rel. min. Cármen Lúcia, j. 16-5-2022, P, DJE de 9-6-2022.]
288	ADPF	548	C						[ADPF 548, rel. min. Cármen Lúcia, j. 15-5-2020, P, DJE de 9-6-2020.]
289	ADI	4.451	A						[ADI 4.451, rel. min. Alexandre de Moraes, j. 21-6-2018, P, DJE de 6-3-2019.]
290	ADI	2.566	A						[ADI 2.566, rel. min. Alexandre de Moraes, red. do ac. min. Edson Fachin, j. 16-5-2018, P, DJE de 23-10-2018.]
291	ADI	5.136							[ADI 5.136 MC, rel. min. Gilmar Mendes, j. 1º-7-2014, P, DJE de 30-10-2014.]
292	ADI	4.274	A						[ADI 4.274, rel. min. Ayres Britto, j. 23-11-2011, P, DJE de 2-5-2012.]
293	ADPF	187	C						[ADPF 187, rel. min. Celso de Mello, j. 15-6-2011, P, DJE de 29-5-2014.]
294	ADPF	130	A						[ADPF 130, rel. min. Ayres Britto, j. 30-4-2009, P, DJE de 6-11-2009.]
295	ADI	869	I						[ADI 869, rel. min. Ilmar Galvão, red. do ac. min. Maurício Corrêa, j. 4-8-1999, P, DJ de 4-6-2004.]
296	RE	1.037.396	D						[RE 1.037.396, rel. min. Dias Toffoli, j. 26.06.2025, P, DJE de 05.11.2025, Tema 987, com mérito julgado e RE 1.057.258, rel. min. Luiz Fux, j. 26.06.2025, P, DJE de 05.11.2025, Tema 533, com mérito j
297	ARE	1.470.552							[ARE 1.470.552 RG, rel. min. Edson Fachin, j. 14.2.2025, P, DJE de 21.2.2025, Tema 1.371, com mérito pendente.]
298	MS	35.779							[MS 35.779 MC, rel. min. Roberto Barroso, j. 29-11-2018, dec. monocrática, DJE de 10-12-2018.]
299	RHC	134.682	E						[RHC 134.682, rel. min. Edson Fachin, j. 29-11-2016, 1ª T, DJE de 29-8-2017.]
300	AI	705.630							[AI 705.630 AgR, rel. min. Celso de Mello, j. 22-3-2011, 2ª T, DJE de 6-4-2011.]
301	RE	511.961	G						[RE 511.961, rel. min. Gilmar Mendes, j. 17-6-2009, P, DJE de 13-11-2009.]
302	HC	95.116	A						[HC 95.116, rel. min. Ayres Britto, j. 3-2-2009, 1ª T, DJE de 6-3-2009.]
303	HC	84.827	M						[HC 84.827, rel. min. Marco Aurélio, j. 7-8-2007, 1ª T, DJE de 23-11-2007.]
304	MS	24.405	C						[MS 24.405, rel. min. Carlos Velloso, j. 3-12-2003, P, DJ de 23-4-2004.]
305	HC	83.125	M						[HC 83.125, rel. min. Marco Aurélio, j. 16-9-2003, 1ª T, DJ de 7-11-2003.]
306	ADI	5.415	D						[ADI 5.415, rel. min. Dias Toffoli, j. 11-3-2021, P, DJE de 25-5-2021.]
307	ADI	5.418	D						[ADI 5.418, rel. min. Dias Toffoli, j. 11-3-2021, P, DJE de 25-5-2021.]
308	RE	1.075.412							[RE 1.075.412 ED, rel. min. Edson Fachin, j. 20.03.2025, P, DJE de 27.06.2025, Tema 995, com mérito julgado.]
309	RE	172.720	M						[RE 172.720, rel. min. Marco Aurélio, j. 6-2-1996, 2ª T, DJ de 21-2-1997.]
310	MS	40.556							[MS 40.556 AgR, rel. min. Nunes Marques, j. 18-2-2026, 2ª T, DJE de 27-2-2026.]
311	ADI	5.258	C						[ADI 5.258, rel. min. Cármen Lúcia, j. 13-4-2021, P, DJE de 27-4-2021.]
312	ADPF	811	G						[ADPF 811, rel. min. Gilmar Mendes, j. 8-4-2021, P, DJE de 25-6-2021.]
313	ADI	5.257	D						[ADI 5.257, rel. min. Dias Toffoli, j. 20-9-2018, P, DJE de 3-12-2018.]
314	RE	979.742	L						[RE 979.742, rel. min. Luís Roberto Barroso, j. 25.09.2024, P, DJE de 26.11.2024, Tema 952, com mérito julgado.]
315	RE	1.212.272	G						[RE 1.212.272, rel. min. Gilmar Mendes, j. 25.09.2024, P, DJE de 26.11.2024, Tema 1.069, com mérito julgado.]
316	RE	859.376	L						[RE 859.376, rel. min. Luís Roberto Barroso, j. 17.04.2024, P, DJE de 10.12.2024, Tema 953, com mérito julgado.]
317	ARE	1.267.879	R						[ARE 1.267.879, rel. min. Roberto Barroso, j. 17-12-2020, P, DJE de 8-4-2021. Tema 1.103, com mérito julgado]
318	ARE	1.315.221							[ARE 1.315.221-AgR, rel. min. Alexandre de Moraes, j. 17-8-2021, 1ª T, DJE de 20-8-2021.]
319	RE	494.601	M						[RE 494.601, rel. min. Marco Aurélio, red. do ac. min. Edson Fachin, j. 28-3-2019, P, DJE de 19-11-2019.]
320	RHC	146.303	E						[RHC 146.303, rel. min. Edson Fachin, red. do ac. min. Dias Toffoli, j. 6-3-2018, 2ª T, DJE de 7-8-2018.]
321	RE	611.874	D						[RE 611.874, rel. min. Dias Toffoli, red. do ac. min. Edson Fachin, j. 26-11-2020, P, DJE de 12-4-2021. Tema 386, com mérito julgado.]
322	ARE	1.099.099	E						[ARE 1.099.099, rel. min. Edson Fachin, j. 26-11-2020, P, DJE de 12-4-2021. Tema 1.021, com mérito julgado.]
323	RE	1.319.019							[RE 1.319.019 AgR-segundo, rel. min. Nunes Marques, j. 24-10-2022, 2ª T, DJE de 11-11-2022.]
324	STA	389							[STA 389 AgR, rel. min. Gilmar Mendes, j. 3-12-2009, P, DJE de 14-5-2010.]
325	RE	130.206	I						[RE 130.206, rel. min. Ilmar Galvão, j. 17-9-1991, 1ª T, DJ de 22-11-1991.]
326	ADI	7.261	E						[ADI 7.261, rel. min. Edson Fachin, j. 19.12.2024, P, DJE de 06.03.2024.]
327	ADI	6.792							[ADI 6.792 e ADI 7.055, rel. min. Rosa Weber, red. do ac. Luís Roberto Barroso, j. 22.05.2024, P, DJE de 04.04.2025.]
328	ADI	6.281	L						[ADI 6.281, rel. min. Luiz Fux, red. do ac. min. Nunes Marques, j. 17-2-2022, P, DJE de 26-5-2022.]
329	ADI	5.970	D						[ADI 5.970, rel. min. Dias Toffoli, j. 7-10-2021, P, DJE de 8-3-2022.]
330	ADPF	183	A						[ADPF 183, rel. min. Alexandre de Moraes, j. 27-9-2019, P, DJE de 18-11-2019.]
331	ADI	2.404	D						[ADI 2.404, rel. min. Dias Toffoli, j. 31-8-2016, P, DJE de 1º-8-2017.]
332	RE	1.010.606	D						[RE 1.010.606, rel. min. Dias Toffoli, j. 11-2-2021, P, DJE de 20-5-2021. Tema 786, com mérito julgado.]
333	RE	685.493	M						[RE 685.493, rel. min. Marco Aurélio, j. 22-5-2020, P, DJE de 17-8-2020. Tema 562, com mérito julgado.]
334	RE	795.467							[RE 795.467 RG, rel. min. Teori Zavascki, j. 5-6-2014, P, DJE de 24-6-2014. Tema 738, com mérito julgado.]
335	MS	39.378							[MS 39.378 MC-REF, rel. min. Luiz Fux, j. 2-10-2023, P, DJE de 23-10-2023.]
336	ADI	3.270	N						[ADI 3.270, rel. min. Nunes Marques, j. 05.03.2025, P, DJE de 21.03.2025.]
337	ADI	4.906	N						[ADI 4.906, rel. min. Nunes Marques, j. 11.09.2024, P, DJE de 24.10.2024.]
338	ADI	5.642	E						[ADI 5.642, rel. min. Edson Fachin, j. 18.04.2024, P, DJE de 22.08.2024.]
339	ADI	5.545	L						[ADI 5.545, rel. min. Luiz Fux, j. 9-5-2023, P, DJE de 16-6-2023.]
340	ADI	6.649							[ADI 6.649 e ADPF 695, rel. min. Gilmar Mendes, j. 15-9-2022, P, DJE de 19-6-2023.]
341	ADI	4.924	G						[ADI 4.924, rel. min. Gilmar Mendes, j. 4-11-2021, P, DJE de 29-3-2022.]
342	ADI	6.387							[ADI 6.387 MC-REF, ADI 6.388 MC-REF, ADI 6.389 MC-REF, ADI 6.390 MC-REF eADI 6.393-MC-REF, rel. min. Rosa Weber, j. 7-5-2020, P, DJE de 12-11-2020.]
343	RE	635.659	G						[RE 635.659, rel. min. Gilmar Mendes, j. 26.06.2024, P, DJE de 27.09.2024, Tema 506, com mérito julgado.]
344	RE	601.314	E						[RE 601.314, rel. min. Edson Fachin, j. 24-2-2016, P, DJE de 16-9-2016. Tema 225, com mérito julgado.]
345	RE	1.058.429							[RE 1.058.429 AgR, rel. min. Alexandre de Moraes, j. 20-2-2018, 1ª T, DJE de 6-3-2018.]
346	ARE	1.042.075	D						[ARE 1.042.075, rel. min. Dias Toffoli, j. 25.06.2025, P, DJE de 24.09.2025, Tema 977, com mérito julgado.]
347	RE	1.040.515	D						[RE 1.040.515, rel. min. Dias Toffoli, j. 29.04.2024, P, DJE de 24.06.2024, Tema 979, com mérito julgado.]
348	HC	222.141							[HC 222.141 AgR, rel. min. Ricardo Lewandowski, red. do ac. min. Gilmar Mendes j. 06.02.2024, 2ª T, DJE de 03.04.2024.]
349	ARE	1.369.282							[ARE 1.369.282 AgR, rel. min. Ricardo Lewandowski, red. do ac. min. Edson Fachin, j. 19-9-2023, 2ª T, DJE de 1-12-2023.]
350	RE	1.292.275							[RE 1.292.275 AgR, rel. min. Nunes Marques, j. 3-5-2023, 1ª T, DJE de 22-5-2023.]
351	MS	36.150							[MS 36.150 AgR, rel. min. Roberto Barroso, j. 10-10-2022, 1ª T, DJE de 14-10-2022.]
352	MS	31.631	M						[MS 31.631, rel. min. Marco Aurélio, j. 15-8-2017, 1ª T, DJE de 28-8-2017.]
353	AO	1.390	D						[AO 1.390, rel. min. Dias Toffoli, j. 12-5-2011, P, DJE de 30-8-2011.]
354	MS	27.483							[MS 27.483 MC-REF, rel. min. Cezar Peluso, j. 14-8-2008, P, DJE de 10-10-2008.]
355	AI	655.298							[AI 655.298 AgR, rel. min. Eros Grau, j. 4-9-2007, 2ª T, DJ de 28-9-2007.]
356	HC	84.758	C						[HC 84.758, rel. min. Celso de Mello, j. 25-5-2006, P, DJ de 16-6-2006.]
357	HC	87.654	E						[HC 87.654, rel. min. Ellen Gracie, j. 7-3-2006, 2ª T, DJ de 20-4-2006.]
358	HC	87.341	E						[HC 87.341, rel. min. Eros Grau, j. 7-2-2006, 1ª T, DJ de 3-3-2006.]
359	RE	387.014							[RE 387.014 AgR, rel. min. Carlos Velloso, j. 8-6-2004, 2ª T, DJ de 25-6-2004.]
360	RE	208.685	E						[RE 208.685, rel. min. Ellen Gracie, j. 24-6-2003, 2ª T, DJ de 22-8-2003.]
361	RE	215.984	C						[RE 215.984, rel. min. Carlos Velloso, j. 4-6-2002, 2ª T, DJ de 28-6-2002.]
362	HC	79.285	M						[HC 79.285, rel. min. Moreira Alves, j. 31-8-1999, 1ª T, DJ de 12-11-1999.]
363	HC	74.678	M						[HC 74.678, rel. min. Moreira Alves, j. 10-6-1997, 1ª T, DJ de 15-8-1997.]
364	AP	307	I						[AP 307, rel. min. Ilmar Galvão, j. 13-12-1994, P, DJ de 13-10-1995.]
365	ADI	6.138	A						[ADI 6.138, rel. min. Alexandre de Moraes, j. 23.03.2022, P, DJE de 09.06.2022.]
366	ARE	1.244.249							[ARE 1.244.249 RG, rel. min. Alexandre de Moraes, j. 16.08.2024, P, DJE de 13.09.2024, Tema 1.315, com mérito pendente.]
367	RE	1.368.160							[RE 1.368.160 RG, rel. min. Luiz Fux, j. 31-3-2022, P, DJE de 5-4-2022, Tema 1.208, com mérito pendente.]
368	RE	603.616	G						[RE 603.616, rel. min. Gilmar Mendes, j. 5-11-2015, P, DJE de 10-5-2016. Tema 280, com mérito julgado.]
369	RE	1.468.558							[RE 1.468.558 AgR, rel. min. Alexandre de Moraes, j. 1.10.2024, P, DJE de 3.12.2024.]
370	HC	91.610	G						[HC 91.610, rel. min. Gilmar Mendes, j. 8-6-2010, 2ª T, DJE de 22-10-2010.]
371	RHC	91.189	C						[RHC 91.189, rel. min. Cezar Peluso, j. 9-3-2010, 2ª T, DJE de 23-4-2010.]
372	HC	95.009	E						[HC 95.009, rel. min. Eros Grau, j. 6-11-2008, P, DJE de 19-12-2008.]
373	HC	91.350	E						[HC 91.350, rel. min. Ellen Gracie, j. 17-6-2008, 2ª T, DJE de 29-8-2008.]
374	HC	93.050	C						[HC 93.050, rel. min. Celso de Mello, j. 10-6-2008, 2ª T, DJE de 1º-8-2008.]
375	RE	460.880	M						[RE 460.880, rel. min. Marco Aurélio, j. 25-9-2007, 1ª T, DJE de 29-2-2008.]
376	RHC	90.376	C						[RHC 90.376, rel. min. Celso de Mello, j. 3-4-2007, 2ª T, DJ de 18-5-2007.]
377	RE	418.416	S						[RE 418.416, rel. min. Sepúlveda Pertence, j. 10-5-2006, P, DJ de 19-12-2006.]
378	MS	23.642	N						[MS 23.642, rel. min. Néri da Silveira, j. 29-11-2000, P, DJ de 9-3-2001.]
379	ADI	2.407	C						[ADI 2.407, rel. min. Cármen Lúcia, j. 31-5-2007, P, DJ de 29-6-2007.]
380	RE	1.537.165							[RE 1.537.165 RG, rel. min. Luís Roberto Barroso, j. 06.06.2025, P, DJE de 24.06.2025, Tema 1.404, com mérito pendente.]
381	RE	625.263	G						[RE 625.263, rel. min. Gilmar Mendes, red. do ac. min. Alexandre de Moraes, j. 17-3-2022, P, DJE de 6-6-2022, Tema 661, com mérito julgado.]
382	RE	1.055.941	D						[RE 1.055.941, rel. min. Dias Toffoli, j. 4-12-2019, P, DJE de 6-10-2020. Tema 990, com mérito julgado.]
383	HC	246.060							[HC 246.060 AgR, rel. min. Luís Roberto Barroso, j. 11.04.2025, P, DJE de 22.04.2025.]
384	RE	1.393.219							[RE 1.393.219 AgR, rel. min. Edson Fachin, j. 01.07.2024, 2ª T, DJE de 10.07.2024.]
385	ARE	1.324.778							[ARE 1.324.778 AgR, rel. min. Gilmar Mendes, j. 3-10-2022, 2ª T, DJE de 10-10-2022.]
386	MS	23.168							[MS 23.168-AgR, rel. min. Rosa Weber, j. em 27-6-2019, 1ª T, DJE de 5-8-2019.]
387	RHC	132.115	D						[RHC 132.115, rel. min. Dias Toffoli, j. 6-2-2018, 2ª T, DJE de 19-10-2018.]
388	MS	33.340	L						[MS 33.340, rel. min. Luiz Fux, j. 26-5-2015, 1ª T, DJE de 3-8-2015.]
389	HC	91.867	G						[HC 91.867, rel. min. Gilmar Mendes, j. 24-4-2012, 2ª T, DJE de 20-9-2012.]
390	HC	96.056	G						[HC 96.056, rel. min. Gilmar Mendes, j. 28-6-2011, 2ª T, DJE de 8-5-2012.]
391	RE	389.808	M						[RE 389.808, rel. min. Marco Aurélio, j. 15-12-2010, P, DJE de 10-5-2011.]
392	AI	626.214							[AI 626.214 AgR, rel. min. Joaquim Barbosa, j. 21-9-2010, 2ª T, DJE de 8-10-2010.]
393	HC	103.236	G						[HC 103.236, rel. min. Gilmar Mendes, j. 14-6-2010, 2ª T, DJE de 3-9-2010.]
394	HC	102.304	C						[HC 102.304, rel. min. Cármen Lúcia, j. 25-5-2010, 1ª T, DJE de 25-5-2011.]
395	AI	578.858							[AI 578.858 AgR, rel. min. Ellen Gracie, j. 4-8-2009, 2ª T, DJE de 28-8-2009.]
396	RE	453.562							[RE 453.562 AgR, rel. min. Joaquim Barbosa, j. 23-9-2008, 2ª T, DJE de 28-11-2008.]
397	HC	89.083	M						[HC 89.083, rel. min. Marco Aurélio, j. 19-8-2008, 1ª T, DJE de 6-2-2009.]
398	RE	568.498	C						[RE 568.498, rel. min. Cezar Peluso, j. 13-5-2008, 2ª T, DJE de 6-6-2008.]
399	HC	94.028	C						[HC 94.028, rel. min. Cármen Lúcia, j. 22-4-2008, 1ª T, DJE de 29-5-2009.]
400	MS	22.801	M						[MS 22.801, rel. min. Menezes Direito, j. 17-12-2007, P, DJE de 14-3-2008.]
401	HC	83.983	M						[HC 83.983, rel. min. Marco Aurélio, j. 4-12-2007, 1ª T, DJE de 23-5-2008.]
402	RE	461.366	M						[RE 461.366, rel. min. Marco Aurélio, j. 3-8-2007, 1ª T, DJ de 5-10-2007.]
403	HC	83.966							[HC 83.966 AgR, rel. min. Celso de Mello, j. 23-6-2004, P, DJ de 25-11-2005.]
404	CR	9.854							[CR 9.854 AgR, rel. min. Marco Aurélio, j. 28-5-2003, P, DJ de 27-6-2003.]
405	HC	81.260	S						[HC 81.260, rel. min. Sepúlveda Pertence, j. 14-11-2001, P, DJ de 19-4-2002.]
406	HC	80.949	S						[HC 80.949, rel. min. Sepúlveda Pertence, j. 30-10-2001, 1ª T, DJ de 14-12-2001.]
407	HC	75.338	N						[HC 75.338, rel. min. Nelson Jobim, j. 11-3-1998, P, DJ de 25-9-1998.]
408	HC	75.497	M						[HC 75.497, rel. min. Maurício Corrêa, j. 14-10-1997, 2ª T, DJ de 9-5-2003.]
409	MS	21.729							[MS 21.729, red. do ac. min. Néri da Silveira, voto do min. Sepúlveda Pertence, j. 5-10-1995, P, DJ de 19-10-2001.]
